N,beta1,beta2,beta3,cor_xm,rel,method,par,convergence_rate,coverage,outlier_se,raw_bias,raw_rse_bias,rmse,std_bias,stdMed_bias,stdMed_rse_bias,trim_bias,trim_rse_bias,REPLICATIONS,N_lab,beta1_lab,beta2_lab,beta3_lab,cor_xm_lab,rel_lab
500,1,0.9,0.75,0.3,0.9,upi,yint,1,0.95,0.95,-0.0012736713213615679,-0.018554240781027742,0.04716790818283803,-0.027006017531645304,-0.04957574321761913,0.003918935983173943,-0.0021135275111173746,-0.023168510081465143,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
500,1,0.9,0.75,0.6,0.7,rapi,yint,1,0.9755,3,0.008785583502887865,0.13111108370266922,0.05713504578299282,0.1555806256478041,0.08315391390147318,0.14840777096381763,0.006145675059406608,0.10052659723003932,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
500,1,0.9,0.75,0.6,0.7,tspa,yint,1,0.9375,2.5,0.004643462488255354,-0.0546823769045246,0.05528968779143629,0.08426092963182509,0.011808002592664013,-0.0397242405226792,0.0021729838809627644,-0.07030062773562384,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
500,1,0.9,0.75,0.6,0.7,upi,yint,1,0.937,3.9,0.010941272533806204,-0.05703288394293682,0.07963310053506034,0.13867686969387172,0.009276330399013063,-0.06364064300688366,0.0029166406332768458,-0.10053443172024312,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
500,1,0.9,0.75,0.6,0.8,rapi,yint,1,0.9695,1.35,0.0034852716775869907,0.0706406332769085,0.04574571174240493,0.07639092576419852,0.048220463422877315,0.04476882136986693,0.002532603427758684,0.06261344731313145,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
500,1,0.9,0.75,0.6,0.8,tspa,yint,1,0.9455,1.0999999999999999,8.844873705567126e-4,-0.040064908385395004,0.04489219035641468,0.01970137555395856,-0.017008543758078653,-0.06946857792118333,6.967237699662121e-6,-0.04395192019554739,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
500,1,0.9,0.75,0.6,0.8,upi,yint,1,0.945,2.1,0.0026653545118053173,-0.0421807977517471,0.05517523802485156,0.04835144823285725,-0.0059375225906282865,-0.042759535657507675,-5.177850993015598e-4,-0.05813635627870095,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
500,1,0.9,0.75,0.6,0.9,rapi,yint,1,0.955,0.8999999999999999,0.0014103100119188072,0.04644265837684136,0.0380653742951394,0.037065866900556264,0.04308427754831474,0.04420220189638613,0.0013197071607076727,0.04445586973386484,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
500,1,0.9,0.75,0.6,0.9,tspa,yint,1,0.9455,0.75,-2.2633359140271334e-4,-0.007243578389501959,0.037729475920241284,-0.005997461320368385,-0.00166895805212544,-0.014230807403767254,-3.252492176063493e-4,-0.008580031910621955,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
500,1,0.9,0.75,0.6,0.9,upi,yint,1,0.9435,1.25,2.834786550432527e-4,-0.014557570385169694,0.04123784799768405,0.006872678540452656,-0.003517687511014971,-0.03655063207572562,-2.82520512999207e-4,-0.01901615346794283,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
