N,beta1,beta2,beta3,cor_xm,rel,method,par,convergence_rate,coverage,raw_bias,raw_rse_bias,rmse,robust_rse_bias,std_bias,stdMed_bias,trimm_bias,REPLICATIONS,N_lab,beta1_lab,beta2_lab,beta3_lab,cor_xm_lab,rel_lab
250,1,0.9,0.85,0.6,0.9,rapi,yint,1,0.9455,9.317075347362759e-4,-0.01765316477338086,0.06209913614087593,0.4564032588088267,0.01500148786008509,-0.004104624337261629,-3.102459717114203e-4,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.85,0.6,0.9,tspa,yint,1,0.944,7.431189555800235e-4,-0.02415137232089981,0.05831468576771076,0.4629402863258152,0.01274110411206699,0.009733483873204541,-1.4412485909925943e-4,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.9
250,1,0.9,0.85,0.6,0.9,upi,yint,1,0.954,0.0023165157772619786,0.01619161750858833,0.058910245614068914,0.528344007337721,0.039343397351615926,0.011124604243628274,0.0012978814518675996,2000,italic(N) == 250,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.9
500,1,0.9,0.75,0,0.7,rapi,yint,1,0.933,0.005112878938614604,-0.015373594584122019,0.09845316395301648,0.4383739227778207,0.051989262439103255,-0.05409472981915255,-0.0020434873482193527,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
500,1,0.9,0.75,0,0.7,tspa,yint,1,0.9359999999999999,0.0020869998549392006,-0.07386558986689484,0.0756845417514977,0.4678713473684779,0.027578574194837443,-0.021247834817092352,-7.991170305681194e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
500,1,0.9,0.75,0,0.7,upi,yint,1,0.967,0.009501051243057387,0.07503999125558769,0.07894388722261649,0.6527366598568627,0.12120285311500824,0.08790116664933431,0.005972651049711675,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.7
500,1,0.9,0.75,0,0.8,rapi,yint,1,0.9365,0.0034728543470859945,-0.0543133088484703,0.07300856876067362,0.4755446668358492,0.047609763897792486,-0.009394055099489224,-9.969808397390922e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
500,1,0.9,0.75,0,0.8,tspa,yint,1,0.9375,5.270543819049016e-4,-0.03902315355322239,0.05957837421526661,0.44727453224707836,0.008844538444844565,0.003628668965793551,3.5401097525089575e-5,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
500,1,0.9,0.75,0,0.8,upi,yint,1,0.9615,0.004633782935998351,0.04488247270754875,0.061165433495885775,0.5417737662571955,0.07595754005668161,0.07147865967071246,0.003996073660584354,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.8
500,1,0.9,0.75,0,0.9,rapi,yint,1,0.95,-0.0011411546257881077,6.095843588784788e-4,0.0521983814082718,0.4888497626610029,-0.021861636375372997,-0.05837593706332569,-0.002059934874197089,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
500,1,0.9,0.75,0,0.9,tspa,yint,1,0.949,-0.0011411620221334299,0.0028758569987059612,0.04877154120250047,0.5049322589702234,-0.0233986684642799,-0.026447852624665872,-0.0011855700220194665,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
500,1,0.9,0.75,0,0.9,upi,yint,1,0.9535,0.00171820805275848,0.04189856823213556,0.049422343614568556,0.5365065172804184,0.03477814627940394,0.024161083565912605,0.001611256995048549,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0,Reliability == 0.9
500,1,0.9,0.75,0.3,0.7,rapi,yint,1,0.9319999999999999,0.005038508104830908,-0.02279541813043573,0.09145074548884584,0.4450473913183486,0.05516533530885388,-0.043907963142903884,-0.00157958837118094,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.7
500,1,0.9,0.75,0.3,0.7,tspa,yint,1,0.9355,3.40843043988629e-4,-0.06246963249651816,0.06835421321522675,0.3918776679801652,0.004985238553651161,-0.037337616189613516,-0.0026152589983990393,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.7
500,1,0.9,0.75,0.3,0.7,upi,yint,1,0.972,0.0065533086757702105,0.08962660745997963,0.07104327108430264,0.6257090979945892,0.09261571256329923,0.024415272260852768,0.00321272054649574,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.7
500,1,0.9,0.75,0.3,0.8,rapi,yint,1,0.9565,0.005957809999998603,0.0010719320023642176,0.06469663236044573,0.42482343244863974,0.09245825533195236,0.05037803367727296,0.003340980870302823,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.8
500,1,0.9,0.75,0.3,0.8,tspa,yint,1,0.949,0.003303455415009645,-0.010417110349644654,0.053793742803837634,0.4490158865542344,0.0615103968133967,0.029335689657821032,0.003220646923086823,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.8
500,1,0.9,0.75,0.3,0.8,upi,yint,1,0.9715,0.007303272565672413,0.0820541146641589,0.055490512816476954,0.6098786784699315,0.13273472339803066,0.12026980871690664,0.006952837284407265,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.8
500,1,0.9,0.75,0.3,0.9,rapi,yint,1,0.9415,-6.321222919085172e-4,-0.014923375925685045,0.0496033192146576,0.5255287120670931,-0.012741396598160709,-0.0562079271227057,-0.0014080033118779034,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
500,1,0.9,0.75,0.3,0.9,tspa,yint,1,0.9495,-9.15309946107499e-4,-5.101160250206016e-4,0.04562529140907318,0.4612941837512321,-0.020060480932924594,-0.022897058518365532,-0.0014301527369504075,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
500,1,0.9,0.75,0.3,0.9,upi,yint,1,0.958,0.0014247328143695403,0.04155403813312919,0.04617298623780641,0.524720098133912,0.030863396000026626,0.022060101367473158,9.172596165523128e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.3,Reliability == 0.9
500,1,0.9,0.75,0.6,0.7,rapi,yint,1,0.9385,0.009471939836566834,-0.040805893505081015,0.08034067669750754,0.4451951284697946,0.118695515112295,0.049049290772173376,0.0037630569762627797,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
500,1,0.9,0.75,0.6,0.7,tspa,yint,1,0.9335,0.004670239994053823,-0.076945860787626,0.05967776790082117,0.3532398282656286,0.0784787326049875,0.03955961424294835,0.003655129685796843,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
500,1,0.9,0.75,0.6,0.7,upi,yint,1,0.9645,0.008581687033837888,0.08443456093791202,0.06155362476894297,0.5619977866763999,0.14075789887663162,0.09508696562832834,0.007443365699551063,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.7
500,1,0.9,0.75,0.6,0.8,rapi,yint,1,0.949,0.0022644280026949564,1.3630982340195885e-4,0.05523905954878681,0.4759174330980316,0.04101746830143666,-0.004784927375580249,9.748975644731095e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
500,1,0.9,0.75,0.6,0.8,tspa,yint,1,0.9359999999999999,0.001742423823457123,-0.02605048804982446,0.04733644127579223,0.4886329189482266,0.03682510664934237,0.06725612283668665,0.0022187645417618973,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
500,1,0.9,0.75,0.6,0.8,upi,yint,1,0.957,0.004290393599872496,0.0753160879355983,0.048104709330569366,0.6149520434687683,0.08952311178005594,0.11283917670200531,0.004657213714733932,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.8
500,1,0.9,0.75,0.6,0.9,rapi,yint,1,0.9435,2.6289676750007723e-5,-0.023503410761657517,0.04438648567782328,0.4511817358334367,5.921421287999304e-4,-0.017690264760110763,-5.723109957743167e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
500,1,0.9,0.75,0.6,0.9,tspa,yint,1,0.9475,-2.4374904929683015e-4,-0.006221065790558367,0.04059135243216244,0.49758302315178815,-0.006003557003137149,-0.0160128297563132,-8.896435190247631e-5,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
500,1,0.9,0.75,0.6,0.9,upi,yint,1,0.9585,0.0012393844134857771,0.04155887802268299,0.04089272205320764,0.5612131813413841,0.030314539049747527,0.026690380122807823,0.0012836961946362524,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.75,Correlation_XM == 0.6,Reliability == 0.9
500,1,0.9,0.8,0,0.7,rapi,yint,1,0.944,0.011374889128659128,-0.018960127283836115,0.09800459294954508,0.40187392903819585,0.11682538620242837,0.01404291791068031,0.004212983805988113,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.7
500,1,0.9,0.8,0,0.7,tspa,yint,1,0.9345,0.004057078745599153,-0.062122091168260396,0.07341084028022964,0.4182365133524608,0.05533614249751488,0.007569916763485987,0.0017311509557688676,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.7
500,1,0.9,0.8,0,0.7,upi,yint,1,0.967,0.010084385026876103,0.07140167584823764,0.07727226250721682,0.6173917740070731,0.13159742090676194,0.09562208275534304,0.006889296600835315,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.7
500,1,0.9,0.8,0,0.8,rapi,yint,1,0.9415,0.006458421243066441,-0.02948729806629591,0.070564899314384,0.43854456152708265,0.09188734209061922,0.07484391697541341,0.005009117520893558,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.8
500,1,0.9,0.8,0,0.8,tspa,yint,1,0.9405,0.00449663444107609,-0.04236170569719977,0.05959775578890621,0.4189504550625529,0.07564648504706742,0.05516479324731872,0.004448264289847403,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.8
500,1,0.9,0.8,0,0.8,upi,yint,1,0.9605,0.007943204571122896,0.03802737393522948,0.06134823664485773,0.5191322131743028,0.13054380272646787,0.11181149399940128,0.007766777311864259,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.8
500,1,0.9,0.8,0,0.9,rapi,yint,1,0.9435,9.793408618570536e-4,-0.012012349011096934,0.05264975565680688,0.4718751651057165,0.018599619522852835,-0.027635625017967604,-6.235078726674059e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.9
500,1,0.9,0.8,0,0.9,tspa,yint,1,0.9485,8.892371576019478e-4,-1.2317789805793566e-4,0.048742390487938526,0.5299120096703496,0.01824208442892713,-0.016213401816793486,4.3618612093471176e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.9
500,1,0.9,0.8,0,0.9,upi,yint,1,0.957,0.002904197030656228,0.03768836539724574,0.049281377833554026,0.6093107600893937,0.059018758259904755,0.03964968806487087,0.002484972438912658,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0,Reliability == 0.9
500,1,0.9,0.8,0.3,0.7,rapi,yint,1,0.9405,0.007931015120957983,-0.0164190431567679,0.08932810966073541,0.42555788718234444,0.08911494574476017,-0.018810364582168098,9.101433417877391e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.7
500,1,0.9,0.8,0.3,0.7,tspa,yint,1,0.9359999999999999,0.0035570581384194535,-0.05179369279063617,0.0667608738475377,0.39732848194356274,0.05334302851409028,0.023003210463374238,0.0012562536593178075,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.7
500,1,0.9,0.8,0.3,0.7,upi,yint,1,0.973,0.008715321936866414,0.0895343761492946,0.06992052931169918,0.5850190155851762,0.12559442163799917,0.06616746029004296,0.005714776879108596,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.7
500,1,0.9,0.8,0.3,0.8,rapi,yint,1,0.949,0.004214490688708135,1.286526404280508e-4,0.06328112410284602,0.5156388658782258,0.06673099645484303,0.010245210160535147,0.0018048974276087537,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.8
500,1,0.9,0.8,0.3,0.8,tspa,yint,1,0.9505,0.0014742887177776774,-0.009185235800543867,0.05298620776624795,0.5231433799303464,0.027827825948596882,0.01923457173404115,5.977371021824718e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.8
500,1,0.9,0.8,0.3,0.8,upi,yint,1,0.965,0.0041341315460504315,0.08006248951143657,0.0541229794720835,0.6552118276091996,0.07658869239029951,0.06098119041044842,0.0034265809912512046,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.8
500,1,0.9,0.8,0.3,0.9,rapi,yint,1,0.938,-5.664595079944825e-4,-0.011347421479480424,0.049110417939075175,0.47413377602678364,-0.011532289382133156,-0.0467718114571113,-0.001293085577239561,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.9
500,1,0.9,0.8,0.3,0.9,tspa,yint,1,0.94,-0.0011065209888528264,-0.01832807638395484,0.04618372832497011,0.4438625744979665,-0.023959996617000025,-0.03042239042313458,-0.001279472705121576,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.9
500,1,0.9,0.8,0.3,0.9,upi,yint,1,0.951,6.087428625447706e-4,0.021564162832884426,0.04657217351785134,0.5067542376115675,0.01306880498200545,0.012305843980706475,4.897370441629412e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.3,Reliability == 0.9
500,1,0.9,0.8,0.6,0.7,rapi,yint,1,0.9410000000000001,0.006876299429617138,-0.048442825056491334,0.07846357814571665,0.35517396344441976,0.08795332140672225,-0.013032094789505774,7.73654205430685e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.7
500,1,0.9,0.8,0.6,0.7,tspa,yint,1,0.9405,0.0039801659945311926,-0.05993064300357842,0.057593241405374855,0.40126824025094154,0.06925651438177939,0.020324745286340987,0.0016590280629333876,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.7
500,1,0.9,0.8,0.6,0.7,upi,yint,1,0.9645,0.0069942947126647856,0.09759650995471114,0.059122440945340554,0.6161467203681599,0.11910870010314503,0.06055137654894801,0.004585751044042574,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.7
500,1,0.9,0.8,0.6,0.8,rapi,yint,1,0.9485,6.926652113468294e-4,0.006129586575775781,0.05399243289694647,0.49259934744861233,0.012826779216079547,-0.023941090237504646,-0.0011458294838272431,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.8
500,1,0.9,0.8,0.6,0.8,tspa,yint,1,0.947,3.446087451813241e-4,-0.028117205512776855,0.04688292035000362,0.3904071513616856,0.007348771942007551,-0.02172642355290515,-2.774225218544202e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.8
500,1,0.9,0.8,0.6,0.8,upi,yint,1,0.9655,0.00213809320463972,0.06304687671601261,0.047697192637043494,0.5106478152526635,0.044860281065572515,0.006616989484338449,0.001377271308385275,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.8
500,1,0.9,0.8,0.6,0.9,rapi,yint,1,0.9395,8.736332450960705e-4,-0.023743712984141907,0.04408373908395266,0.4924522535992244,0.01981652167395583,0.028679871228821475,0.001014764147870828,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.9
500,1,0.9,0.8,0.6,0.9,tspa,yint,1,0.94,6.817039641233609e-4,-0.034705291944906125,0.04152468754546638,0.5073170438096601,0.01641494293105765,0.022360958330852585,8.024413685025489e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.9
500,1,0.9,0.8,0.6,0.9,upi,yint,1,0.9465,0.001913131916987972,0.008726444331809802,0.04180788673295937,0.5639540213155498,0.04579660459959463,0.04902219301931002,0.002013564205195939,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.8,Correlation_XM == 0.6,Reliability == 0.9
500,1,0.9,0.85,0,0.7,rapi,yint,1,0.9495,0.009137241285855711,0.009320631943864566,0.091771443594026475,0.498896566164442,0.10003737794682152,-0.007477123660164861,0.002196276980259426,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.7
500,1,0.9,0.85,0,0.7,tspa,yint,1,0.947,0.003619111367404996,-0.03177740769336679,0.06959266119569538,0.41290237084983583,0.05206165373915413,-8.44208243793269e-4,0.0016764271063802738,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.7
500,1,0.9,0.85,0,0.7,upi,yint,1,0.9745,0.008919517974710533,0.10884795865189423,0.07247738671427563,0.5686576803428969,0.1239778716061636,0.07419452007766446,0.0065232020593518625,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.7
500,1,0.9,0.85,0,0.8,rapi,yint,1,0.9445,0.001894963139809345,-0.009929129452069696,0.0669449032494536,0.5061707094286649,0.028310576030278842,-0.03739352465060032,-0.0010415614310265164,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.8
500,1,0.9,0.85,0,0.8,tspa,yint,1,0.955,2.6712167297480424e-4,-0.0060718561550971994,0.0560401280156354,0.46517140734587525,0.0047654765886555065,-0.02957344514195403,-7.410406569588468e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.8
500,1,0.9,0.85,0,0.8,upi,yint,1,0.9685,0.003057405956425687,0.07182290754756737,0.0573213411812379,0.6356985256478123,0.0534006834223319,0.02607473616402387,0.002001428170400388,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.8
500,1,0.9,0.85,0,0.9,rapi,yint,1,0.953,5.165794287026233e-4,-0.014099717712706794,0.052479482468213594,0.40328738421334687,0.009841470715616231,0.001985574909055075,3.4689925822706247e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.9
500,1,0.9,0.85,0,0.9,tspa,yint,1,0.9545,-3.6416761466237475e-4,-0.008695241479262705,0.04882549863480802,0.4279910909203606,-0.00745689647361818,0.011532746933587591,3.506114856460796e-5,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.9
500,1,0.9,0.85,0,0.9,upi,yint,1,0.9615,0.0012286324547787736,0.027146956562189795,0.049234192675916076,0.4747578971302351,0.024956393859216337,0.03479170300751464,0.0016050052556580985,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0,Reliability == 0.9
500,1,0.9,0.85,0.3,0.7,rapi,yint,1,0.943,0.008858105795066122,-0.024958390382864848,0.08778573930020349,0.4225846763164498,0.10139828767635518,0.03726397329343339,0.003018030096815616,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.7
500,1,0.9,0.85,0.3,0.7,tspa,yint,1,0.9455,0.003757042397534796,-0.046999001390930606,0.0651042005037037,0.3288433249884142,0.05779001965813872,0.00012579620036389509,0.0016415319822171703,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.7
500,1,0.9,0.85,0.3,0.7,upi,yint,1,0.975,0.00832100006961731,0.09252815155134719,0.06794118610291351,0.5501639106281659,0.12337172468698628,0.06248128595382904,0.00543150572795098,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.7
500,1,0.9,0.85,0.3,0.8,rapi,yint,1,0.9495,0.003521646736559088,-0.017556510622384947,0.0633007123545022,0.495073623746638,0.05570596794530509,-0.01391923944550638,-5.074214084612727e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.8
500,1,0.9,0.85,0.3,0.8,tspa,yint,1,0.9465,0.0010533154564961091,-0.03588969950874277,0.05381334349581018,0.4161304134820585,0.019572355254677494,-0.01688505188534543,-6.696538197371038e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.8
500,1,0.9,0.85,0.3,0.8,upi,yint,1,0.9645,0.003361207524356338,0.043960802330526905,0.05505603766778876,0.5422872079943133,0.06114946102815637,0.0066463638452233164,0.001602957116714876,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.8
500,1,0.9,0.85,0.3,0.9,rapi,yint,1,0.942,1.744118855473889e-4,-0.03108560334099375,0.04991906321847755,0.4203204553217146,0.003493041138473065,-3.071486462094774e-4,-6.057608000830661e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.9
500,1,0.9,0.85,0.3,0.9,tspa,yint,1,0.9355,-3.6705097757783157e-4,-0.041633079842504306,0.04712109173648678,0.4230556255335369,-0.007787814825240854,-0.03133592880548544,-8.782716110868338e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.9
500,1,0.9,0.85,0.3,0.9,upi,yint,1,0.947,7.630548767369875e-4,-0.001289889670186839,0.047308770313780946,0.4553687129779882,0.01612731284330702,0.01237038315113237,2.496460291932512e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.3,Reliability == 0.9
500,1,0.9,0.85,0.6,0.7,rapi,yint,1,0.9405,0.005473931092711728,-0.055494439956487396,0.07659629002352869,0.457932231782455,0.07162998286919035,-0.01644367062195821,-6.044935493372816e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.7
500,1,0.9,0.85,0.6,0.7,tspa,yint,1,0.9345,0.0035810981018600425,-0.05678036948882281,0.05631020699044701,0.37891979132915243,0.06370895964771921,0.027724123057955935,0.001615028829136278,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.7
500,1,0.9,0.85,0.6,0.7,upi,yint,1,0.9675,0.006819324018763259,0.08710291101574485,0.058389567806283675,0.6036366564350746,0.11756545350311402,0.06810170907554665,0.004815076004050123,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.7
500,1,0.9,0.85,0.6,0.8,rapi,yint,1,0.9445,8.097405349900683e-4,-0.02017372155667463,0.05476639868633391,0.43538080127148837,0.014783272109985347,-0.03593345441577241,-0.001091455479150405,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.8
500,1,0.9,0.85,0.6,0.8,tspa,yint,1,0.9425,2.7317198409970136e-4,-0.02340089788480193,0.04610815594293724,0.4707392762727054,0.005923214021087372,-0.014734312478566122,-6.000303984695643e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.8
500,1,0.9,0.85,0.6,0.8,upi,yint,1,0.963,0.0019966096476224365,0.06340775793245168,0.046936119870617146,0.5630594166341916,0.0425667679738887,0.024648641102147564,9.611243683313453e-4,2000,italic(N) == 500,\beta_{1} == 1,\beta_{1} == 0.9,\beta_{1} == 0.85,Correlation_XM == 0.6,Reliability == 0.8
